Id,SalePrice
1675,183496.562
1676,184012.792
1677,209883.474
1678,479959.788
1679,375587.96
1680,327204.76
1681,271509.994
1682,306149.584
1683,186925.08
1684,171019.772
1685,173372.2
1686,169137.914
1687,168133.058
1688,182169.28
1689,187621.972
1690,185321.37
1691,174967.552
1692,264545.57
1693,169668.66
1694,185121.774
1695,170041.684
1696,265116.04
1697,171479.164
1698,333904.224
1699,319246.862
1700,233672.204
1701,259546.6
1702,258397.58
1703,258009.798
1704,291103.404
1705,228244.778
1706,398755.094
1707,221351.766
1708,219471.916
1709,291867.546
1710,227069.044
1711,265060.196
1712,234100.644
1713,248951.03
1714,220254.16
1715,202365.1
1716,180730.892
1717,168792.034
1718,133390.468
1719,199132.636
1720,249412.438
1721,170896.524
1722,124240.938
1723,154902.22
1724,214689.656
1725,229934.81
1726,185391.89
1727,173736.896
1728,187038.372
1729,163651.324
1730,156965.362
1731,128178.278
1732,132921.446
1733,124333.738
1734,131980.126
1735,133044.32
1736,117701.322
1737,363037.868
1738,211264.624
1739,269220.786
1740,190309.718
1741,180298.836
1742,169397.766
1743,166245.82
1744,308037.418
1745,232181.708
1746,267268.462
1747,219354.408
1748,202687.156
1749,161589.326
1750,146803.342
1751,229394.406
1752,124179.848
1753,144831.732
1754,222012.26
1755,165381.08
1756,122776.76
1757,119882.136
1758,148963.652
1759,171236.768
1760,163048.476
1761,153664.488
1762,176133.986
1763,165986.0
1764,119129.548
1765,168767.49
1766,173574.98
1767,206906.246
1768,140348.45
1769,174368.04
1770,139534.862
1771,136612.29
1772,142791.884
1773,141161.678
1774,134311.556
1775,134059.11
1776,121840.854
1777,117839.96
1778,130926.45
1779,114979.904
1780,176976.398
1781,131203.886
1782,101003.132
1783,128196.388
1784,97132.606
1785,117998.542
1786,151147.17
1787,168494.148
1788,61328.646
1789,95844.228
1790,94257.46
1791,168756.622
1792,153374.19
1793,139829.892
1794,140053.82
1795,138105.61
1796,120118.626
1797,113881.058
1798,125716.186
1799,115326.25
1800,118218.734
1801,133169.22
1802,149750.808
1803,147446.628
1804,141224.766
1805,135401.716
1806,112183.448
1807,147392.196
1808,118038.504
1809,128189.938
1810,145715.776
1811,115491.836
1812,114620.956
1813,123908.742
1814,104806.95
1815,60727.404
1816,100747.188
1817,125345.08
1818,146837.286
1819,114764.984
1820,78926.37
1821,125255.308
1822,151285.872
1823,59713.718
1824,133806.672
1825,137816.624
1826,102971.54
1827,110566.268
1828,136812.162
1829,111524.084
1830,144019.87
1831,185148.362
1832,112193.442
1833,148270.956
1834,137008.974
1835,178017.144
1836,131558.714
1837,101931.364
1838,135924.328
1839,89991.744
1840,168105.372
1841,148414.668
1842,87787.7
1843,139776.384
1844,135881.536
1845,141416.802
1846,149311.7
1847,152649.168
1848,64185.75
1849,119072.428
1850,129226.52
1851,156530.15
1852,127200.636
1853,139811.038
1854,173569.394
1855,146987.236
1856,218926.902
1857,163161.106
1858,136092.52
1859,120766.646
1860,155584.754
1861,120068.034
1862,267024.132
1863,264104.638
1864,264104.638
1865,330292.302
1866,325266.348
1867,239995.688
1868,307707.064
1869,197923.828
1870,240044.98
1871,255007.992
1872,169668.338
1873,222586.244
1874,139937.116
1875,214323.994
1876,191982.35
1877,216431.56
1878,209444.556
1879,133869.588
1880,136450.458
1881,245271.662
1882,258509.648
1883,195468.02
1884,222453.148
1885,257249.216
1886,304613.24
1887,205983.154
1888,276831.424
1889,165044.224
1890,137530.106
1891,141477.554
1892,113974.06
1893,138167.474
1894,131422.742
1895,150008.06
1896,124850.814
1897,111624.046
1898,103286.082
1899,127397.384
1900,143595.924
1901,161727.184
1902,141327.9
1903,217146.908
1904,134730.38
1905,175389.732
1906,152352.04
1907,192637.044
1908,118583.944
1909,138391.02
1910,128027.58
1911,197121.616
1912,264551.514
1913,154281.66
1914,65291.718
1915,334461.286
1916,72611.14
1917,256931.794
1918,134997.672
1919,156306.48
1920,155294.276
1921,403073.602
1922,336323.522
1923,206011.048
1924,230755.31
1925,224400.58
1926,387929.922
1927,141530.438
1928,161569.936
1929,126100.776
1930,126649.69
1931,138045.126
1932,136145.93
1933,172534.0
1934,181609.874
1935,176356.21
1936,191643.914
1937,187712.35
1938,169478.814
1939,246140.244
1940,199855.832
1941,176963.412
1942,192387.91
1943,202608.33
1944,311042.74
1945,371418.214
1946,159205.304
1947,304914.264
1948,174163.27
1949,239166.924
1950,181891.292
1951,271950.754
1952,237697.074
1953,165084.246
1954,205712.438
1955,131623.062
1956,285547.942
1957,154905.914
1958,309388.654
1959,142793.766
1960,116598.37
1961,125094.26
1962,92274.166
1963,105210.498
1964,111710.464
1965,152656.09
1966,158825.056
1967,280020.18
1968,391002.04
1969,391521.204
1970,426770.062
1971,390914.816
1972,360096.98
1973,263494.256
1974,317997.042
1975,461079.372
1976,270787.214
1977,364881.65
1978,343337.772
1979,322288.254
1980,193469.68
1981,333199.078
1982,227122.722
1983,214726.004
1984,168734.93
1985,219104.618
1986,225059.322
1987,178097.184
1988,178353.634
1989,182594.608
1990,223615.728
1991,212777.866
1992,211276.552
1993,173827.12
1994,243897.808
1995,179804.558
1996,280943.358
1997,322628.232
1998,346279.996
1999,246567.06
2000,304851.436
2001,259421.786
2002,233487.812
2003,251532.326
2004,260865.282
2005,227479.35
2006,221650.27
2007,251398.776
2008,205975.172
2009,192980.774
2010,188668.784
2011,142804.5
2012,179188.238
2013,182769.714
2014,189529.17
2015,193944.492
2016,192029.244
2017,196519.24
2018,129576.732
2019,133067.346
2020,117004.338
2021,116485.114
2022,179684.86
2023,148475.268
2024,223487.53
2025,376471.226
2026,179663.938
2027,148627.064
2028,163298.694
2029,166772.14
2030,280283.978
2031,267115.308
2032,273303.538
2033,277531.372
2034,162548.134
2035,207638.384
2036,208136.128
2037,213335.618
2038,338060.694
2039,212776.614
2040,419880.952
2041,275294.34
2042,201690.15
2043,167611.062
2044,170864.812
2045,233664.72
2046,138401.148
2047,150966.352
2048,133978.186
2049,139102.076
2050,176640.19
2051,103789.752
2052,136732.39
2053,144399.51
2054,91793.264
2055,161818.012
2056,125524.174
2057,128451.27
2058,218659.09
2059,133751.9
2060,168637.99
2061,180376.52
2062,137812.15
2063,115868.216
2064,136543.31
2065,122241.346
2066,169958.41
2067,137455.176
2068,139269.306
2069,88812.346
2070,112735.276
2071,98946.618
2072,132562.366
2073,138377.888
2074,185549.212
2075,148314.274
2076,123693.53
2077,148405.78
2078,130863.7
2079,130255.48
2080,115409.454
2081,121500.466
2082,133135.198
2083,144840.206
2084,111903.164
2085,130015.35
2086,109587.57
2087,122553.538
2088,107757.728
2089,88099.588
2090,137221.526
2091,129535.24
2092,138562.692
2093,135170.484
2094,138615.85
2095,144930.478
2096,88065.352
2097,94340.856
2098,146708.776
2099,66294.644
2100,117192.612
2101,128592.934
2102,143809.36
2103,104714.4
2104,129464.226
2105,135918.374
2106,79324.626
2107,233310.638
2108,120851.658
2109,116498.632
2110,126487.738
2111,161055.75
2112,133770.178
2113,119287.474
2114,106696.758
2115,151020.008
2116,114650.762
2117,146303.254
2118,117111.794
2119,106122.6
2120,112404.716
2121,115893.144
2122,108147.04
2123,90677.262
2124,195557.11
2125,133846.54
2126,150975.554
2127,152920.09
2128,139104.254
2129,106644.886
2130,142839.51
2131,150709.938
2132,115977.192
2133,118054.778
2134,118897.898
2135,105430.81
2136,81533.53
2137,117484.576
2138,138474.386
2139,153604.096
2140,135962.7
2141,138138.044
2142,137439.63
2143,147872.91
2144,118584.662
2145,136556.866
2146,150995.668
2147,158866.058
2148,125340.826
2149,134899.448
2150,227412.824
2151,134428.026
2152,170684.738
2153,162372.474
2154,106578.142
2155,126078.408
2156,227903.58
2157,234646.424
2158,234866.004
2159,215287.412
2160,170387.418
2161,252312.992
2162,426187.278
2163,333028.772
2164,256263.446
2165,172054.936
2166,145297.48
2167,214417.746
2168,214291.402
2169,194501.84
2170,222227.826
2171,145140.476
2172,139839.994
2173,166497.33
2174,241763.846
2175,320753.65
2176,329131.246
2177,256505.604
2178,228448.11
2179,144415.204
2180,186137.822
2181,192459.13
2182,225058.276
2183,198603.04
2184,137289.64
2185,132175.702
2186,145364.13
2187,151304.754
2188,156141.668
2189,188607.082
2190,89292.642
2191,92814.14
2192,94758.498
2193,97426.112
2194,98728.498
2195,116594.518
2196,110163.98
2197,113264.576
2198,161986.214
2199,163936.158
2200,125868.926
2201,127804.526
2202,199779.372
2203,152583.39
2204,171911.224
2205,107717.794
2206,131811.382
2207,238730.638
2208,234738.022
2209,189423.164
2210,124359.814
2211,114202.574
2212,111087.394
2213,102149.792
2214,145378.14
2215,105147.726
2216,151109.304
2217,77283.42
2218,88458.494
2219,73950.28
2220,86094.99
2221,334445.708
2222,247525.334
2223,262138.612
2224,212923.864
2225,137201.388
2226,183079.104
2227,197696.4
2228,272451.178
2229,240181.82
2230,163596.848
2231,208712.534
2232,177276.248
2233,173590.462
2234,242132.854
2235,203400.844
2236,272799.84
2237,356716.114
2238,212019.038
2239,115045.582
2240,163909.61
2241,151475.454
2242,136114.826
2243,138622.982
2244,98705.404
2245,96115.906
2246,145467.548
2247,100287.508
2248,124618.37
2249,125927.92
2250,134379.256
2251,129326.538
2252,172700.24
2253,153394.632
2254,181129.536
2255,193457.696
2256,179771.738
2257,192416.746
2258,174268.758
2259,179179.61
2260,148369.032
2261,201296.378
2262,211034.934
2263,327351.382
2264,409678.078
2265,172111.39
2266,288887.924
2267,386603.126
2268,358117.518
2269,163728.212
2270,182197.072
2271,243615.048
2272,213887.856
2273,165159.194
2274,170715.396
2275,165401.676
2276,187436.644
2277,177188.476
2278,156344.53
2279,125119.232
2280,122953.074
2281,176998.78
2282,176305.528
2283,94591.4
2284,107167.584
2285,156843.858
2286,130906.17
2287,332154.382
2288,272483.202
2289,378494.804
2290,429268.842
2291,313793.524
2292,409086.088
2293,439644.484
2294,377550.748
2295,457969.102
2296,272977.68
2297,309102.41
2298,320237.894
2299,351599.738
2300,319842.938
2301,287803.708
2302,236210.176
2303,237604.192
2304,242457.642
2305,183465.06
2306,183188.664
2307,184900.424
2308,222274.766
2309,285266.352
2310,217348.728
2311,198883.132
2312,174383.262
2313,172753.614
2314,171980.474
2315,171763.848
2316,175264.02
2317,178185.696
2318,172356.894
2319,178337.368
2320,178187.418
2321,252067.468
2322,169386.942
2323,178672.634
2324,167611.53
2325,215895.14
2326,167332.526
2327,217986.394
2328,221080.33
2329,183044.888
2330,177543.89
2331,345154.084
2332,402536.212
2333,307242.262
2334,255565.196
2335,262153.962
2336,338462.926
2337,206107.83
2338,271642.824
2339,230203.776
2340,408391.628
2341,215840.454
2342,235487.47
2343,217950.808
2344,235278.568
2345,241216.43
2346,218773.59
2347,202767.492
2348,229630.586
2349,157531.952
2350,294497.47
2351,263650.726
2352,247772.906
2353,208939.31
2354,121542.0
2355,159121.038
2356,152755.266
2357,199373.302
2358,197968.588
2359,123133.862
2360,122887.372
2361,138609.842
2362,262330.694
2363,146719.894
2364,151891.48
2365,218363.706
2366,196959.338
2367,224468.732
2368,202919.674
2369,223161.504
2370,168726.102
2371,165948.776
2372,181871.694
2373,262634.344
2374,299212.886
2375,233989.81
2376,266150.342
2377,366719.576
2378,138784.874
2379,196817.6
2380,144616.978
2381,161300.146
2382,189437.686
2383,213717.924
2384,233663.67
2385,149921.55
2386,140564.5
2387,136491.782
2388,102142.854
2389,130335.466
2390,139257.796
2391,133427.614
2392,112811.036
2393,165825.33
2394,145905.4
2395,191930.4
2396,147615.006
2397,205326.46
2398,130079.098
2399,60401.456
2400,58880.156
2401,119735.684
2402,137675.316
2403,135243.754
2404,145680.868
2405,156191.014
2406,134856.572
2407,125638.96
2408,137705.78
2409,134339.596
2410,163398.08
2411,122468.248
2412,161076.532
2413,138637.882
2414,134734.478
2415,134398.478
2416,127059.314
2417,131126.01
2418,125788.97
2419,133478.592
2420,126054.784
2421,154070.104
2422,123574.402
2423,137408.534
2424,151685.83
2425,170879.214
2426,129588.658
2427,144709.48
2428,169075.97
2429,114582.844
2430,129711.464
2431,113171.518
2432,136478.55
2433,144672.78
2434,146523.92
2435,152897.444
2436,104309.606
2437,109182.038
2438,117941.382
2439,113524.51
2440,122472.392
2441,106659.014
2442,104473.332
2443,116150.198
2444,126946.156
2445,89948.338
2446,133260.926
2447,220833.42
2448,145063.138
2449,117923.152
2450,155083.896
2451,128156.136
2452,219577.78
2453,101687.324
2454,125770.96
2455,106738.214
2456,138211.126
2457,116284.538
2458,108508.08
2459,111311.214
2460,136228.402
2461,117249.954
2462,138227.586
2463,120521.604
2464,167625.818
2465,125070.462
2466,112070.218
2467,149781.99
2468,92053.478
2469,91164.486
2470,180012.796
2471,217657.576
2472,167287.72
2473,123744.096
2474,107415.32
2475,222616.178
2476,110277.782
2477,132439.944
2478,162360.814
2479,120136.366
2480,140357.994
2481,129104.964
2482,134728.82
2483,118580.456
2484,127752.176
2485,125400.38
2486,154278.894
2487,179805.678
2488,149815.806
2489,147511.962
2490,150200.848
2491,93636.196
2492,180751.732
2493,135634.764
2494,166737.368
2495,100125.69
2496,218507.736
2497,150278.184
2498,117466.944
2499,93141.578
2500,135431.09
2501,135739.574
2502,146668.992
2503,102533.814
2504,187503.332
2505,219339.616
2506,260248.92
2507,305560.768
2508,259549.298
2509,220504.052
2510,231337.684
2511,184406.738
2512,215918.394
2513,226632.672
2514,254903.778
2515,149459.5
2516,156528.63
2517,134941.15
2518,145790.274
2519,228512.058
2520,205622.71
2521,190439.518
2522,219727.662
2523,133449.736
2524,140289.238
2525,144317.588
2526,140977.23
2527,113938.47
2528,130048.588
2529,132501.06
2530,119097.076
2531,246026.834
2532,231625.41
2533,200023.52
2534,241715.986
2535,306228.196
2536,235515.198
2537,236987.278
2538,189725.58
2539,188164.146
2540,176779.462
2541,180233.846
2542,165281.592
2543,131042.22
2544,135059.268
2545,128858.268
2546,146904.868
2547,139238.408
2548,161159.338
2549,164757.896
2550,507234.814
2551,144153.796
2552,123312.482
2553,87700.722
2554,118386.664
2555,108049.76
2556,109160.092
2557,120055.646
2558,153045.546
2559,133969.072
2560,119649.48
2561,136296.308
2562,128401.918
2563,140037.3
2564,170318.91
2565,121087.87
2566,151236.802
2567,128678.884
2568,185177.016
2569,187727.54
2570,122405.914
2571,171748.276
2572,200636.41
2573,237433.338
2574,301031.698
2575,126391.308
2576,132720.092
2577,163442.546
2578,96065.68
2579,85540.774
2580,132204.436
2581,132580.214
2582,117408.274
2583,272054.046
2584,160788.022
2585,178218.252
2586,215804.22
2587,210245.918
2588,158860.546
2589,143442.914
2590,224070.49
2591,205571.284
2592,221359.186
2593,255492.368
2594,175134.516
2595,211139.982
2596,350076.508
2597,180910.682
2598,265322.564
2599,317634.78
2600,159549.128
2601,136997.052
2602,88602.122
2603,94459.974
2604,88681.8
2605,85547.902
2606,146262.278
2607,174550.104
2608,206219.03
2609,169187.316
2610,113932.24
2611,153792.662
2612,154643.79
2613,128214.816
2614,122231.25
2615,151408.0
2616,139653.732
2617,172786.754
2618,184048.062
2619,222915.476
2620,188468.6
2621,184618.84
2622,187934.3
2623,248502.308
2624,260715.552
2625,314228.036
2626,163906.196
2627,198028.53
2628,389361.388
2629,456498.314
2630,345492.574
2631,427443.554
2632,388446.706
2633,312283.906
2634,397626.424
2635,148986.25
2636,198514.962
2637,185264.916
2638,250866.038
2639,180350.122
2640,153113.874
2641,109162.784
2642,192302.192
2643,110137.216
2644,134758.294
2645,94604.3
2646,91297.2
2647,97896.566
2648,137015.266
2649,139775.192
2650,155354.036
2651,153333.992
2652,431571.742
2653,256065.712
2654,248766.436
2655,381858.372
2656,323100.886
2657,352234.594
2658,283743.882
2659,301249.284
2660,310694.124
2661,339007.294
2662,372534.504
2663,269431.708
2664,286609.454
2665,306252.802
2666,284564.672
2667,166805.888
2668,177819.708
2669,175734.62
2670,289546.126
2671,179020.596
2672,179268.472
2673,212366.038
2674,213772.152
2675,167010.68
2676,184933.476
2677,197232.15
2678,252952.11
2679,279805.344
2680,272725.232
2681,415136.002
2682,313398.478
2683,477851.154
2684,305373.18
2685,328196.53
2686,257365.666
2687,326022.114
2688,225572.766
2689,210299.656
2690,446899.96
2691,186559.986
2692,128875.416
2693,196857.992
2694,125959.532
2695,189319.496
2696,184601.654
2697,193983.256
2698,199642.808
2699,180193.5
2700,168305.618
2701,149551.28
2702,120616.808
2703,145929.458
2704,142397.314
2705,129067.18
2706,120535.43
2707,126987.234
2708,136979.54
2709,109296.186
2710,121657.29
2711,278136.72
2712,355624.14
2713,175765.41
2714,149885.692
2715,168447.986
2716,160922.846
2717,178412.682
2718,231270.246
2719,154306.906
2720,177522.66
2721,143515.4
2722,165641.692
2723,145139.584
2724,131196.252
2725,137161.2
2726,145982.6
2727,171699.862
2728,169711.904
2729,157140.428
2730,145787.05
2731,117259.098
2732,117411.772
2733,160155.43
2734,150427.552
2735,135087.9
2736,144704.984
2737,121329.876
2738,138408.406
2739,157232.228
2740,139680.624
2741,150220.964
2742,150776.432
2743,149256.024
2744,144483.84
2745,136733.25
2746,135372.21
2747,151902.86
2748,120296.186
2749,130228.696
2750,135080.438
2751,131241.252
2752,228336.802
2753,151921.878
2754,195269.716
2755,123874.648
2756,102809.816
2757,75092.732
2758,93379.112
2759,155453.414
2760,147536.814
2761,147891.95
2762,145891.128
2763,184593.874
2764,172607.98
2765,260406.22
2766,147005.972
2767,90506.234
2768,131063.422
2769,132217.93
2770,157084.388
2771,121482.798
2772,122855.75
2773,149150.74
2774,139199.236
2775,135666.06
2776,145289.742
2777,152134.582
2778,121561.414
2779,124377.916
2780,111051.526
2781,103896.936
2782,101427.784
2783,110051.284
2784,127539.536
2785,142923.288
2786,79340.84
2787,118940.734
2788,89829.862
2789,215634.216
2790,90766.402
2791,119228.756
2792,83064.92
2793,169168.004
2794,107504.088
2795,114317.51
2796,105898.776
2797,198004.36
2798,126891.138
2799,114802.3
2800,75037.724
2801,115381.846
2802,138229.076
2803,152169.462
2804,144844.906
2805,95211.054
2806,95053.818
2807,154309.564
2808,150098.022
2809,130491.78
2810,135166.33
2811,156256.348
2812,144891.726
2813,164102.364
2814,159608.504
2815,100354.88
2816,238575.312
2817,140733.206
2818,133173.666
2819,174824.458
2820,136978.93
2821,108673.452
2822,183604.974
2823,221785.102
2824,176419.216
2825,156277.708
2826,133661.34
2827,143352.422
2828,213771.5
2829,172381.602
2830,233665.598
2831,191793.312
2832,216548.87
2833,285046.684
2834,217940.546
2835,220626.02
2836,195795.53
2837,163935.484
2838,146376.924
2839,182703.344
2840,200293.798
2841,199013.218
2842,221360.254
2843,146097.068
2844,156526.462
2845,123265.142
2846,212486.84
2847,199317.588
2848,223184.278
2849,216317.288
2850,280918.718
2851,236470.222
2852,234297.016
2853,234199.586
2854,136808.8
2855,203178.442
2856,205627.546
2857,190093.778
2858,201249.006
2859,144776.608
2860,126386.884
2861,135806.76
2862,187497.092
2863,118106.8
2864,260435.2
2865,141061.34
2866,133666.82
2867,100856.262
2868,106702.29
2869,124221.564
2870,161088.066
2871,107866.178
2872,63076.276
2873,103847.91
2874,145307.71
2875,114190.28
2876,158096.182
2877,146708.912
2878,164074.342
2879,147655.78
2880,104432.628
2881,145908.112
2882,159368.312
2883,170358.606
2884,178454.05
2885,182463.526
2886,195887.224
2887,102867.76
2888,125694.268
2889,66393.016
2890,94371.992
2891,138569.236
2892,62987.194
2893,104887.37
2894,62352.336
2895,313483.816
2896,290567.918
2897,200807.98
2898,147793.804
2899,226458.464
2900,157108.366
2901,190737.308
2902,183757.618
2903,349424.696
2904,357683.388
2905,116769.23
2906,206278.236
2907,115284.892
2908,127854.566
2909,144500.614
2910,87264.0
2911,88476.722
2912,153145.322
2913,90585.964
2914,85808.622
2915,86179.172
2916,87339.324
2917,152254.012
2918,110210.66
2919,225907.236
